ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Tipo de Armas,latitud-longitud
100649,CR030032,1998,1,25,25530,PARATEBUENO,CUNDINAMARCA,PIEDEMONTE LLANERO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,1,0,0,2,,VENTA A BAJO PRECIO.,5,ARMA DE FUEGO,POINT (-73.2128272365 4.3748327813)
102446,,2007,10,17,27361,ISTMINA,CHOCO,VALLE DE SAN JUAN,ENGAÑO,GRUPO POSDESMOVILIZACIÓN,LOS RASTROJOS,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.6851803224 5.1539464955)
105517,,2005,12,7,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.24190502 11.3783267846)
105564,,2000,6,18,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,3,0,0,,,4,ARMA DE FUEGO,POINT (-72.24190502 11.3783267846)
105630,,2002,6,2,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.24190502 11.3783267846)
105646,,2002,8,6,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-72.24190502 11.3783267846)
106422,,1988,7,12,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,1,,,5,ND,POINT (-74.1908941206 11.2294335041)
107728,CR036098,2002,3,7,47001,SANTA MARTA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.1908941206 11.2294335041)
108305,,1988,7,12,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,OTRO,1,1,0,0,1,0,0,0,2,,,5,ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-74.0240432215 10.7696471787)
109656,,1995,5,21,47268,EL RETEN,MAGDALENA,CIENAGA GRANDE DE SANTA MARTA,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.2684560983 10.6106676606)
110073,,1993,2,5,47053,ARACATACA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,1,,,5,ND,POINT (-74.1867628365 10.589800014)
110860,,1997,12,31,47707,SANTA ANA,MAGDALENA,SUR DE MAGDALENA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,INTENTO DE OCULTAMIENTO DE CADÁVER,4,ND,POINT (-74.5676576229 9.321837859)
111718,,2002,4,15,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-73.6270920374 4.1238614996)
11364,,1997,7,3,47189,CIENAGA,MAGDALENA,SIERRA NEVADA DE SANTA MARTA,RETÉN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,2,,,4,ARMA CORTO PUNZANTE - OBJETO CONTUNDENTE,POINT (-74.0240432215 10.7696471787)
114972,,1988,11,5,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,INTERCEPTACIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.7511667597 3.1257520996)
116780,,2000,5,23,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-78.7638541478 1.8071172501)
117105,,2002,5,5,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,SICARIATO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-72.5082561962 7.9053062946)
117745,,2002,9,16,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-72.5082561962 7.9053062946)
118230,,1999,11,3,54001,CUCUTA,NORTE DE SANTANDER,AREA METROPOLITANA DE CUCUTA,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,5,0,0,,SEÑALAMIENTO,5,ARMA DE FUEGO,POINT (-72.5082561962 7.9053062946)
122674,,2005,7,16,66001,PEREIRA,RISARALDA,EJE CAFETERO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO - ASFIXIA MEC NICA,POINT (-75.7171230555 4.805680265)
124357,CR046717,2002,5,9,68001,BUCARAMANGA,SANTANDER,PROVINCIA DE SOTO,ENGAÑO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.1325981781 7.1162672756)
124761,CR2017124761,1998,2,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
124971,,1996,7,13,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,SICARIATO,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,0,0,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
125942,,2000,7,22,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
126828,,1982,10,17,68190,CIMITARRA,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GRUPO PARAMILITAR,MUERTE A SECUESTRADORES (MAS),0,1,0,0,0,0,0,1,7,,,7,ND,POINT (-74.2655213793 6.2390585766)
12727,CR201712727,1998,10,26,86757,SAN MIGUEL,PUTUMAYO,BAJO PUTUMAYO,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-76.9124101937 0.3432722044)
128227,CR046280,2000,11,12,68575,PUERTO WILCHES,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,2,0,0,,,4,ARMA DE FUEGO,POINT (-73.8993340229 7.3490661438)
128631,CR2017128631,2000,1,30,68655,SABANA DE TORRES,SANTANDER,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,0,1,1,,,5,ARMA DE FUEGO,POINT (-73.4990501608 7.3919119442)
231678,,1996,10,4,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.599028585 8.3103369584)
129995,,2003,11,15,70235,GALERAS,SUCRE,MORROSQUILLO Y SABANAS DE SUCRE,ASALTO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.8940773523 9.1265059929)
130239,,1998,11,2,70508,OVEJAS,SUCRE,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,0,0,0,0,0,0,0,0,,,4,ND,POINT (-75.2290844408 9.5266872387)
130742,CR2017130742,1996,12,4,70823,SAN JOSE DE TOLUVIEJO,SUCRE,MONTES DE MARIA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,0,0,1,12,,,12,ARMA DE FUEGO - MATERIAL INCENDIARIO,POINT (-75.4408217694 9.4518446994)
131982,,2003,11,4,73283,FRESNO,TOLIMA,NORTE DEL TOLIMA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.0356271476 5.153638261)
133638,,1995,12,7,73870,VILLAHERMOSA,TOLIMA,NORTE DEL TOLIMA,ATAQUE INDISCRIMINADO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.1177291017 5.030452282)
134262,,1995,4,9,76001,CALI,VALLE DEL CAUCA,SUR DEL VALLE,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,9,0,0,,,4,ARMA DE FUEGO,POINT (-76.5215651508 3.4144143046)
135113,,2003,2,10,76109,BUENAVENTURA,VALLE DEL CAUCA,ANDEN PACIFICO SUR,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.9751927749 3.9983616387)
136809,,2002,2,2,76275,FLORIDA,VALLE DEL CAUCA,SUR DEL VALLE,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.2345017444 3.3239181063)
137299,,2002,3,1,76520,PALMIRA,VALLE DEL CAUCA,SUR DEL VALLE,SICARIATO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-76.1707140763 3.5205153465)
138992,,1990,6,8,81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,ASALTO,GUERRILLA,ELN,0,0,0,0,0,0,0,1,0,,,4,ARMA DE FUEGO,POINT (-70.2042855518 6.3039127525)
139567,,1997,9,29,81736,SARAVENA,ARAUCA,SARARE,SICARIATO,GUERRILLA,FARC/ELN,0,1,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-71.8723334257 6.9538595698)
142351,,1996,12,19,86568,PUERTO ASIS,PUTUMAYO,BAJO PUTUMAYO,RUTA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-76.4972728472 0.5050467219)
146874,,1990,11,17,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RESISTENCIA A LA RETENCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.581713332 6.246715564)
147289,,1997,12,15,5001,MEDELLIN,ANTIOQUIA,VALLE DE ABURRA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,3,,,4,ARMA DE FUEGO,POINT (-75.6900389692 6.3433408935)
147789,,1992,3,12,5045,APARTADO,ANTIOQUIA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,1,1,0,0,1,0,0,0,0,,INTENTO DE RECLUTAMIENTO,7,ND,POINT (-76.6259606537 7.8834174058)
148318,,1997,11,1,5045,APARTADO,ANTIOQUIA,URABA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,0,2,,,6,ARMA DE FUEGO,POINT (-76.6688374609 7.8645650167)
149731,,1993,1,23,5138,CAÑASGORDAS,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,ENGAÑO,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-76.0312652565 6.9212574917)
150107,,1996,0,0,5154,CAUCASIA,ANTIOQUIA,BAJO CAUCA ANTIOQUEÑO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,2,,,4,ARMA DE FUEGO,POINT (-75.1982903265 7.9773623332)
152261,,2000,1,23,5467,MONTEBELLO,ANTIOQUIA,SUROESTE ANTIOQUEÑO,FALSO POSITIVO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,0,0,2,,OCULTAMIENTO DE CADÁVER,4,ARMA DE FUEGO,POINT (-75.5463594949 5.9177299768)
156825,CR036021,1995,11,15,13001,CARTAGENA DE INDIAS,BOLIVAR,CANAL DEL DIQUE,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,1,0,0,,,6,ARMA DE FUEGO,POINT (-75.496431028 10.3849855226)
157270,,1994,9,6,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,RUTA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,1,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.0356884157 9.5821338414)
157579,,1996,5,30,13654,SAN JACINTO,BOLIVAR,MONTES DE MARIA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1,1,0,0,1,0,0,0,0,,,7,ARMA DE FUEGO,POINT (-75.2073623969 9.80481703)
157739,,1998,6,24,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,RUTA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-73.8633877439 7.6795429694)
158895,,2002,4,27,18410,LA MONTAÑITA,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,RETENCIÓN/EJECUCIÓN,GUERRILLA,FARC,1,1,0,0,1,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-75.3239094358 1.2234283586)
160518,CR021640,1999,6,20,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,5,,,5,ND,POINT (-73.4914710245 10.2239374001)
161485,,1996,11,23,20383,LA GLORIA,CESAR,MAGDALENA MEDIO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,4,,,4,ARMA DE FUEGO,POINT (-73.6355900605 8.6117471847)
162360,,1989,11,10,23580,PUERTO LIBERTADOR,CORDOBA,ALTO SINU Y SAN JORGE,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.7795248971 7.7816047298)
162668,,1991,6,30,23855,VALENCIA,CORDOBA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,1,0,0,0,2,,,4,ARMA DE FUEGO,POINT (-76.1701832065 8.1754607694)
163072,,1986,8,3,25885,YACOPI,CUNDINAMARCA,MAGDALENA MEDIO,RUTA,GUERRILLA,FARC,0,1,0,0,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-74.3894639886 5.5942403123)
229638,CR2017229638,1996,11,17,20032,ASTREA,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,1,,,4,ARMA DE FUEGO,POINT (-73.9758637993 9.4981611076)
164085,,2000,12,5,44090,DIBULLA,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,1,1,0,0,0,4,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-73.3076197893 11.2715694012)
164509,,2006,4,2,44650,SAN JUAN DEL CESAR,LA GUAJIRA,SIERRA NEVADA DE SANTA MARTA,FALSO POSITIVO,AGENTE DEL ESTADO,EJÉRCITO NACIONAL,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.029230558 10.7474282296)
170331,,1998,10,16,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,ATAQUE INDISCRIMINADO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,6,ARMA DE FUEGO,POINT (-73.8499569753 7.064963864)
172143,,1995,12,7,70708,SAN MARCOS,SUCRE,LA MOJANA,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,1,0,0,0,,,5,ARMA DE FUEGO,POINT (-75.2084841455 8.6651024544)
172225,,1997,3,19,70713,SAN ONOFRE,SUCRE,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,1,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-75.5730280034 9.8975675309)
172612,CR016033,2000,1,21,73067,ATACO,TOLIMA,SUR DEL TOLIMA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,1,0,,,4,ND,POINT (-75.6068795725 3.3978163126)
174815,,2009,10,2,81736,SARAVENA,ARAUCA,SARARE,RETENCIÓN/EJECUCIÓN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-71.6973709647 7.0326278207)
177031,CR042069,1996,11,22,20001,VALLEDUPAR,CESAR,SIERRA NEVADA DE SANTA MARTA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE CÓRDOBA Y URABÁ (ACCU),1,0,0,0,1,0,1,0,1,,,7,ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-73.181549305 10.5575217863)
177169,CR2017177169,2001,10,26,73483,NATAGAIMA,TOLIMA,SUR DEL TOLIMA,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,0,0,0,1,0,0,0,2,,OCULTAMIENTO DE CADÁVER,10,ARMA DE FUEGO - ARTEFACTO EXPLOSIVO,POINT (-75.0934780032 3.6248585376)
177229,,2001,2,27,68271,FLORIAN,SANTANDER,PROVINCIA DE VELEZ,CITACIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,4,ARMA DE FUEGO,POINT (-73.9714230675 5.8046663683)
179433,,2001,8,14,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,RUTA,GRUPO PARAMILITAR,BLOQUE CENTRAL BOLÍVAR,0,0,0,0,0,0,0,0,0,,SEÑALAMIENTO,6,ARMA DE FUEGO,POINT (-78.7638541478 1.8071172501)
181197,,1999,6,15,5690,SANTO DOMINGO,ANTIOQUIA,NORDESTE ANTIOQUEÑO,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,3,,,4,ARMA CORTO PUNZANTE - ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-75.1677837076 6.4748432929)
181342,,2000,3,26,5893,YONDO,ANTIOQUIA,MAGDALENA MEDIO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,1,0,0,0,5,,,5,ARMA DE FUEGO,POINT (-73.9124579456 7.0039407344)
181507,CR2017181507,2005,4,6,13458,MONTECRISTO,BOLIVAR,LA MOJANA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,1,1,0,0,1,1,0,1,3,,OCULTAMIENTO DE CADÁVER,7,OBJETO CONTUNDENTE,POINT (-74.5861244421 8.0653122567)
182209,,2001,11,2,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,ASALTO,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,2,0,0,,VENTA A BAJO PRECIO,7,ARMA DE FUEGO,POINT (-75.8755779091 8.7451325909)
183853,,2003,4,2,13244,EL CARMEN DE BOLIVAR,BOLIVAR,MONTES DE MARIA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,3,,,4,ARMA DE FUEGO,POINT (-75.3411665787 9.6799570978)
184027,,2002,5,13,17524,PALESTINA,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,1,3,0,0,,,4,ARMA DE FUEGO,POINT (-75.7029286527 5.1110538432)
184609,,1988,4,19,50573,PUERTO LOPEZ,META,ALTILLANURA,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,1,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-73.0478945239 4.0567892538)
184670,,2002,3,16,54810,TIBU,NORTE DE SANTANDER,CATATUMBO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,5,ARMA DE FUEGO,POINT (-72.7359186314 8.6395488525)
185200,,2001,5,26,20178,CHIRIGUANA,CESAR,SERRANIA DEL PERIJA,RUTA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.6001444386 9.3611896107)
18840,CR049009,2002,9,23,44430,MAICAO,LA GUAJIRA,ALTA GUAJIRA,FALSO POSITIVO,AGENTE DEL ESTADO - GRUPO PARAMILITAR,NO APLICA,0,0,0,0,0,0,1,0,0,,,4,ARMA DE FUEGO,POINT (-72.24190502 11.3783267846)
205443,,2006,5,6,18205,CURILLO,CAQUETA,FLORENCIA Y AREA DE INFLUENCIA,ASALTO,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,8,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-75.9192043462 1.0334737476)
208520,,2004,7,1,85001,YOPAL,CASANARE,PIEDEMONTE LLANERO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,1,0,0,0,0,0,1,4,,,4,ND,POINT (-72.396915159 5.3276126513)
210267,,2000,9,24,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,ASALTO,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,0,,,4,ND,POINT (-74.9879525625 6.1879915689)
218398,,1989,11,13,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,1,0,0,0,0,0,0,0,,,4,ND,POINT (-73.6091641207 8.3846554502)
223435,CR2017223435,1992,9,14,17614,RIOSUCIO,CALDAS,EJE CAFETERO,RETENCIÓN/EJECUCIÓN,GRUPO ARMADO NO DIRIMIDO,NO APLICA,0,1,0,0,1,0,1,0,0,,,4,ND,POINT (-75.7020697129 5.4236809131)
224424,,1993,3,20,20011,AGUACHICA,CESAR,MAGDALENA MEDIO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,PRESENCIA GAO SIN ATRIBUCIÓN,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.599028585 8.3103369584)
227790,,1995,2,7,5044,ANZA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,INTERCEPTACIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,1,,OCULTAMIENTO DE CADÁVER,5,ND,POINT (-75.8544415828 6.3026583592)
288524,,1965,2,5,68615,RIONEGRO,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,4,ND,POINT (-73.6399894558 7.6116048582)
232758,,1997,1,25,5490,NECOCLI,ANTIOQUIA,URABA,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,1,0,0,0,0,8,,OCULTAMIENTO DE CADÁVER,8,ND,POINT (-76.7845744975 8.4261359835)
237259,CR2017237259,1998,8,9,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,3,,,4,ARMA DE FUEGO,POINT (-73.7643151673 6.9408005341)
238207,,1998,10,25,5649,SAN CARLOS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,4,,,13,ARMA CORTO PUNZANTE - ARMA DE FUEGO,POINT (-74.9879525625 6.1879915689)
238244,CR2017238244,1998,10,30,13670,SAN PABLO,BOLIVAR,MAGDALENA MEDIO,RETÉN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,1,0,0,0,4,,INTENTO DE OCULTAMIENTO DE CADÁVER,4,ARMA CORTO PUNZANTE - OTRO,POINT (-73.924168553 7.4767206715)
252594,,2001,7,25,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,RETENCIÓN/EJECUCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,5,,INTENTO DE OCULTAMIENTO DE CADÁVER,5,ARMA CORTO PUNZANTE - ARMA DE FUEGO - OBJETO CONTUNDENTE,POINT (-73.8499569753 7.064963864)
270385,,2004,3,10,81220,CRAVO NORTE,ARAUCA,LLANOS ORIENTALES,INCURSIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,1,0,,,12,ND,POINT (-70.2042855518 6.3039127525)
